biosampleId,id,individualId,info,libraryLayout,librarySelection,librarySource|id,librarySource|label,libraryStrategy,platform,platformModel|id,platformModel|label,runDate
NA19334,SRR00002108,NA19334,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19338,SRR00002109,NA19338,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19346,SRR00002110,NA19346,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19347,SRR00002111,NA19347,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19350,SRR00002112,NA19350,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19351,SRR00002113,NA19351,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19355,SRR00002114,NA19355,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19360,SRR00002115,NA19360,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19372,SRR00002116,NA19372,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19374,SRR00002117,NA19374,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19375,SRR00002118,NA19375,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19376,SRR00002119,NA19376,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19377,SRR00002120,NA19377,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19378,SRR00002121,NA19378,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19379,SRR00002122,NA19379,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19380,SRR00002123,NA19380,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19383,SRR00002124,NA19383,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19384,SRR00002125,NA19384,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19385,SRR00002126,NA19385,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19390,SRR00002127,NA19390,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19391,SRR00002128,NA19391,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19393,SRR00002129,NA19393,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19394,SRR00002130,NA19394,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19395,SRR00002131,NA19395,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19397,SRR00002132,NA19397,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19399,SRR00002133,NA19399,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19401,SRR00002134,NA19401,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19403,SRR00002135,NA19403,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19404,SRR00002136,NA19404,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19428,SRR00002137,NA19428,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19429,SRR00002138,NA19429,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19430,SRR00002139,NA19430,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19431,SRR00002140,NA19431,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19434,SRR00002141,NA19434,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19435,SRR00002142,NA19435,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19436,SRR00002143,NA19436,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19437,SRR00002144,NA19437,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19438,SRR00002145,NA19438,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19439,SRR00002146,NA19439,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19440,SRR00002147,NA19440,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19443,SRR00002148,NA19443,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19445,SRR00002149,NA19445,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19446,SRR00002150,NA19446,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19448,SRR00002151,NA19448,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19449,SRR00002152,NA19449,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19451,SRR00002153,NA19451,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19452,SRR00002154,NA19452,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19454,SRR00002155,NA19454,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19455,SRR00002156,NA19455,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19456,SRR00002157,NA19456,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19457,SRR00002158,NA19457,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19461,SRR00002159,NA19461,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19462,SRR00002160,NA19462,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19463,SRR00002161,NA19463,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19466,SRR00002162,NA19466,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19467,SRR00002163,NA19467,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19468,SRR00002164,NA19468,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19471,SRR00002165,NA19471,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19472,SRR00002166,NA19472,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19473,SRR00002167,NA19473,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19474,SRR00002168,NA19474,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19475,SRR00002169,NA19475,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19625,SRR00002170,NA19625,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19648,SRR00002171,NA19648,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19649,SRR00002172,NA19649,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19651,SRR00002173,NA19651,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19652,SRR00002174,NA19652,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19654,SRR00002175,NA19654,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19655,SRR00002176,NA19655,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19657,SRR00002177,NA19657,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19658,SRR00002178,NA19658,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19661,SRR00002179,NA19661,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19663,SRR00002180,NA19663,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19664,SRR00002181,NA19664,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19669,SRR00002182,NA19669,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19670,SRR00002183,NA19670,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19676,SRR00002184,NA19676,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19678,SRR00002185,NA19678,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19679,SRR00002186,NA19679,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19681,SRR00002187,NA19681,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19682,SRR00002188,NA19682,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19684,SRR00002189,NA19684,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19700,SRR00002190,NA19700,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19701,SRR00002191,NA19701,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19703,SRR00002192,NA19703,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19704,SRR00002193,NA19704,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19707,SRR00002194,NA19707,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19711,SRR00002195,NA19711,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19712,SRR00002196,NA19712,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19713,SRR00002197,NA19713,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19716,SRR00002198,NA19716,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19717,SRR00002199,NA19717,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19719,SRR00002200,NA19719,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19720,SRR00002201,NA19720,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19722,SRR00002202,NA19722,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19723,SRR00002203,NA19723,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19725,SRR00002204,NA19725,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19726,SRR00002205,NA19726,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19728,SRR00002206,NA19728,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19729,SRR00002207,NA19729,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19731,SRR00002208,NA19731,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19732,SRR00002209,NA19732,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19734,SRR00002210,NA19734,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19735,SRR00002211,NA19735,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19740,SRR00002212,NA19740,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19741,SRR00002213,NA19741,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19746,SRR00002214,NA19746,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19747,SRR00002215,NA19747,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19749,SRR00002216,NA19749,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19750,SRR00002217,NA19750,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19752,SRR00002218,NA19752,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19755,SRR00002219,NA19755,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19756,SRR00002220,NA19756,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19758,SRR00002221,NA19758,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19759,SRR00002222,NA19759,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19761,SRR00002223,NA19761,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19762,SRR00002224,NA19762,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19764,SRR00002225,NA19764,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19770,SRR00002226,NA19770,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19771,SRR00002227,NA19771,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19773,SRR00002228,NA19773,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19774,SRR00002229,NA19774,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19776,SRR00002230,NA19776,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19777,SRR00002231,NA19777,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19779,SRR00002232,NA19779,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19780,SRR00002233,NA19780,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19782,SRR00002234,NA19782,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19783,SRR00002235,NA19783,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19785,SRR00002236,NA19785,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19786,SRR00002237,NA19786,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19788,SRR00002238,NA19788,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19789,SRR00002239,NA19789,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19792,SRR00002240,NA19792,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
NA19794,SRR00002241,NA19794,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
